,UserId,OfferId,OfferViewId,CountryCode,Category,Source,UtcDate,OfferTitle,User,Offer,Cat_clicks,Category_Name,Translate,Ancestor_ID,filha_1,filha_1_name,UserTotalClicks,ProductClicks
533068,caf8f09b3f4149105e5e3b87b960d7fa20eb6c6bd453a16b1e96407545e9953e,f56b349d3aeb437efff6f82f4604809c,f56b349d3aeb437efff6f82f4604809c-10769825224906_1465536837573_54506,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-10 07:34:01.0,Tascam WS-2,516903,307911,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,47,65
533075,e391043d1acb08b0db76548df8f2d330804dd9e0e36536259343eedeaa8691a8,7aaef1bcc3d8d3a288c70d150c144b98,7aaef1bcc3d8d3a288c70d150c144b98-10769825317931_1465522282599_1513509,fr,100010113,6272c77f46f068bbd7ff791a927e3890a884defa689d819f3af1742cdd75081c,2016-06-10 06:48:53.0,Focusrite Scarlett 2i4 interface audio USB,579413,153991,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,20,155
533085,f81a7a9034271fc25c3a46c2ee486725524df35df5a12436f3e1ba1b9a05d097,49de0e29bd20bdb18b1857494a84bfff,49de0e29bd20bdb18b1857494a84bfff-10769825331960_1465544268880_341857,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-10 09:38:16.0,Focusrite Scarlett 18i8 interface audio USB,631885,92730,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,11,148
533092,6cf4b10bf862ec2f038d164604d1bdc8e2791fa10e355babac1f93916875036e,7aaef1bcc3d8d3a288c70d150c144b98,7aaef1bcc3d8d3a288c70d150c144b98-1076981398583_1465519250193_1412808,fr,100010113,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-10 11:38:19.0,Focusrite Scarlett 2i4 interface audio USB,277574,153991,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,31,155
533175,caf8f09b3f4149105e5e3b87b960d7fa20eb6c6bd453a16b1e96407545e9953e,1158456749e119814407ef8e9f47b862,1158456749e119814407ef8e9f47b862-10769825226294_1465285049837_298956,fr,100010113,e0deaf11e0e9a71eb50020e505b7e8d3dda6a6bd9b04f0394fb2a3395f6e7c08,2016-06-10 07:08:22.0,Behringer UB2442FX-PRO Eurorack,516903,22007,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,47,184
533191,d40315cedd54066624106aff27e5bda95a734002219f89735476bf96e8e8ec45,010a479ea32a1e310c250c19d74c61ae,010a479ea32a1e310c250c19d74c61ae-1076981395135_1465586709274_2515017,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-10 21:25:10.0,Allen & Heath ZED-22FX,539967,1323,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,12,109
533202,8cce2d099f63b2917b6b0d0b37184a56c1cac8bffbfaddeea7a607fa5107a402,929e5fdfad9279d96b5d2265a688f1f4,929e5fdfad9279d96b5d2265a688f1f4-107698412251_1465567232602_1021722,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-10 16:00:33.0,Thomann Cover Pro TP 118/800,358915,183998,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,12,73
533289,3ffd7478827719b7fbf6ab1d26a055c23e48a3fa499cd18f9e99abf48c46dc9a,a267721bf3b9765a135090a81132ca48,a267721bf3b9765a135090a81132ca48-10769812127257_1465547213491_456457,fr,100010113,eee20b447d04735c40276240146e6e44d0cbcb0f881de42970fc31f19101c01e,2016-06-10 10:26:53.0,LTC ATM6500BT Amplificateur Karaoké Hi-Fi avec FM 2 x 50 W/3 x 20W,163059,203662,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,13,180
533315,266052f1b0474b734bb0a17284fe17b158ca62edb1edbdb1b83d4c51ca1d4a9e,7aaef1bcc3d8d3a288c70d150c144b98,7aaef1bcc3d8d3a288c70d150c144b98-10769825331960_1465551436876_527611,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-10 11:47:07.0,Focusrite Scarlett 2i4 interface audio USB,97994,153991,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,14,155
533364,dd87b004dadea1b9e757a1bf3510b0d198722e20f4134987f66acd399cecabf7,75f1fd0585fc81db1397ae20b0ca7bb7,75f1fd0585fc81db1397ae20b0ca7bb7-1076982517632_1465518954338_1476054,fr,100010113,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-10 16:27:35.0,Wentronic réseau de distributeurs Switch Fast Ethernet avec alimentation (Import Allemagne),564103,147906,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,8,88
533400,8cce2d099f63b2917b6b0d0b37184a56c1cac8bffbfaddeea7a607fa5107a402,929e5fdfad9279d96b5d2265a688f1f4,929e5fdfad9279d96b5d2265a688f1f4-10769825114379_1465567904684_1387074,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-10 16:11:47.0,Thomann Cover Pro TP 118/800,358915,183998,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,12,73
533418,8cce2d099f63b2917b6b0d0b37184a56c1cac8bffbfaddeea7a607fa5107a402,b72da94d53244a79b9f986f6c85b2a7d,b72da94d53244a79b9f986f6c85b2a7d-10769812127257_1465566486047_1288552,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-10 15:48:06.0,GE Lighting CSS150,358915,229809,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,12,49
533434,caf8f09b3f4149105e5e3b87b960d7fa20eb6c6bd453a16b1e96407545e9953e,929e5fdfad9279d96b5d2265a688f1f4,929e5fdfad9279d96b5d2265a688f1f4-107698413180_1465535332384_1442386,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-10 07:08:55.0,Thomann Cover Pro TP 118/800,516903,183998,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,47,73
533484,8cce2d099f63b2917b6b0d0b37184a56c1cac8bffbfaddeea7a607fa5107a402,ff303840bd6bbb1f8e68d95a326dc717,ff303840bd6bbb1f8e68d95a326dc717-107698412251_1465557729152_636260,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-10 13:22:10.0,Thomann Mix Case 3343A,358915,320029,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,12,61
533668,e391043d1acb08b0db76548df8f2d330804dd9e0e36536259343eedeaa8691a8,7aaef1bcc3d8d3a288c70d150c144b98,7aaef1bcc3d8d3a288c70d150c144b98-10769825317931_1465522282599_1513509,fr,100010113,6272c77f46f068bbd7ff791a927e3890a884defa689d819f3af1742cdd75081c,2016-06-10 05:41:17.0,Focusrite Scarlett 2i4 interface audio USB,579413,153991,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,20,155
533670,c3045588d2964900b4a125c12ec9bf14b07b3d5aad79961f5b1558225760fbd5,a267721bf3b9765a135090a81132ca48,a267721bf3b9765a135090a81132ca48-1076981395135_1465565475582_1223018,fr,100010113,eee20b447d04735c40276240146e6e44d0cbcb0f881de42970fc31f19101c01e,2016-06-10 15:31:16.0,LTC ATM6500BT Amplificateur Karaoké Hi-Fi avec FM 2 x 50 W/3 x 20W,496714,203662,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,82,180
533671,8c71ea6fbd28be1eee3f882130d6ef42d65afcc300dda99568746b581920a5b2,49de0e29bd20bdb18b1857494a84bfff,49de0e29bd20bdb18b1857494a84bfff-10769825317931_1465522282599_1513509,fr,100010113,6272c77f46f068bbd7ff791a927e3890a884defa689d819f3af1742cdd75081c,2016-06-11 00:30:55.0,Focusrite Scarlett 18i8 interface audio USB,357991,92730,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,14,148
533711,6de72fd2784235478431ffa6dc661ff06537b47cd40999a28872581c5e6e71e3,7aaef1bcc3d8d3a288c70d150c144b98,7aaef1bcc3d8d3a288c70d150c144b98-10769825224906_1465552720113_597974,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-10 13:20:54.0,Focusrite Scarlett 2i4 interface audio USB,280067,153991,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,9,155
533813,266052f1b0474b734bb0a17284fe17b158ca62edb1edbdb1b83d4c51ca1d4a9e,49de0e29bd20bdb18b1857494a84bfff,49de0e29bd20bdb18b1857494a84bfff-10769825224906_1465552294731_577394,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-10 11:55:13.0,Focusrite Scarlett 18i8 interface audio USB,97994,92730,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,14,148
533862,8cce2d099f63b2917b6b0d0b37184a56c1cac8bffbfaddeea7a607fa5107a402,010a479ea32a1e310c250c19d74c61ae,010a479ea32a1e310c250c19d74c61ae-1076981395135_1465535874574_120,fr,100010113,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-10 15:45:04.0,Allen & Heath ZED-22FX,358915,1323,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,12,109
533903,8cce2d099f63b2917b6b0d0b37184a56c1cac8bffbfaddeea7a607fa5107a402,f56b349d3aeb437efff6f82f4604809c,f56b349d3aeb437efff6f82f4604809c-1076981395135_1465558282399_850615,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-10 13:31:24.0,Tascam WS-2,358915,307911,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,12,65
533924,e10525a1957bcabbd27299b4b30188b9ca9f0ac64234882d07021fe164e47c78,75f1fd0585fc81db1397ae20b0ca7bb7,75f1fd0585fc81db1397ae20b0ca7bb7-1076982517632_1465518954338_1476054,fr,100010113,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-10 17:03:18.0,Wentronic réseau de distributeurs Switch Fast Ethernet avec alimentation (Import Allemagne),573063,147906,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,9,88
533955,336285300b095327b6fc164d63d9fe94eb847a86586de5fcf27845a727eda1c9,a267721bf3b9765a135090a81132ca48,a267721bf3b9765a135090a81132ca48-10769825331960_1465560470086_980544,fr,100010113,eee20b447d04735c40276240146e6e44d0cbcb0f881de42970fc31f19101c01e,2016-06-10 14:07:50.0,LTC ATM6500BT Amplificateur Karaoké Hi-Fi avec FM 2 x 50 W/3 x 20W,130993,203662,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,9,180
534003,caf8f09b3f4149105e5e3b87b960d7fa20eb6c6bd453a16b1e96407545e9953e,19a839fe7b8de8e83bdec9353f5feec1,19a839fe7b8de8e83bdec9353f5feec1-1076982502402_1465537399104_88231,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-10 07:43:23.0,LD Systems Dave 10 G3 Bundle,516903,32420,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,47,106
534038,8cce2d099f63b2917b6b0d0b37184a56c1cac8bffbfaddeea7a607fa5107a402,f56b349d3aeb437efff6f82f4604809c,f56b349d3aeb437efff6f82f4604809c-107698412251_1465568405321_1076086,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-10 16:20:08.0,Tascam WS-2,358915,307911,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,12,65
534112,37faa351ad23abb079baad92886b16c0e7844555af851fa6150f8081a7223202,7aaef1bcc3d8d3a288c70d150c144b98,7aaef1bcc3d8d3a288c70d150c144b98-10769825317931_1465522282599_1513509,fr,100010113,6272c77f46f068bbd7ff791a927e3890a884defa689d819f3af1742cdd75081c,2016-06-10 13:53:36.0,Focusrite Scarlett 2i4 interface audio USB,142645,153991,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,13,155
534279,e1b2392f0bf5b415cc2f34284a7ab523477ab8765bf23c6ae1625cdd1b7ea364,a267721bf3b9765a135090a81132ca48,a267721bf3b9765a135090a81132ca48-10769825224906_1465604103262_3255216,fr,100010113,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-11 18:10:26.0,LTC ATM6500BT Amplificateur Karaoké Hi-Fi avec FM 2 x 50 W/3 x 20W,574704,203662,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,17,180
534302,0cf101f9ea7c3e1686bf04e91a980b8e992df43b0021fb3c32a223bb9a1c022d,1158456749e119814407ef8e9f47b862,1158456749e119814407ef8e9f47b862-1076982519755_1465636327521_868032,fr,100010113,8026769918b24a1eed02fa75d3720afcd02ddf4ccbb10d92d8ab9f6dd99a071b,2016-06-11 11:12:07.0,Behringer UB2442FX-PRO Eurorack,32985,22007,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,13,184
534339,f6ee2cc333a8f86a8538232bfd528ddc74b723f7860cafd616094e064a6b3cb3,142fe187f3e4e70c2edaa26da3de2029,142fe187f3e4e70c2edaa26da3de2029-10769825313402_1465676496580_3232544,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-11 22:21:39.0,GoPro HERO4 Session Adventure,628826,25589,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,16,106
534384,96842b1bf5fc9fee7a7474024c3b04999fa411c87ab169fb8b1253ba33f0aabc,49de0e29bd20bdb18b1857494a84bfff,49de0e29bd20bdb18b1857494a84bfff-10769825331960_1465606189157_3311581,fr,100010113,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-11 23:37:11.0,Focusrite Scarlett 18i8 interface audio USB,383664,92730,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,11,148
534413,d83e2f5562ccb9e16429bcb4ab43341f713b440e9ef0a399f2b4f75021941831,a267721bf3b9765a135090a81132ca48,a267721bf3b9765a135090a81132ca48-10769825024814_1465670875494_2942584,fr,100010113,eee20b447d04735c40276240146e6e44d0cbcb0f881de42970fc31f19101c01e,2016-06-11 20:47:56.0,LTC ATM6500BT Amplificateur Karaoké Hi-Fi avec FM 2 x 50 W/3 x 20W,550636,203662,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,11,180
534795,ee51b461157228e3333a2294ff920d99787de97300a59c99fa0867d7c49a925f,75f1fd0585fc81db1397ae20b0ca7bb7,75f1fd0585fc81db1397ae20b0ca7bb7-10769825024814_1465630179236_466090,fr,100010113,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-11 21:13:22.0,Wentronic réseau de distributeurs Switch Fast Ethernet avec alimentation (Import Allemagne),607054,147906,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,23,88
534955,3f75dd9ce92e9bd5ddee95dae198784a78d05b8e6c7e439fe4fca8a479e5a8fb,49de0e29bd20bdb18b1857494a84bfff,49de0e29bd20bdb18b1857494a84bfff-10769813920139_1465657812460_2171487,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-11 17:12:26.0,Focusrite Scarlett 18i8 interface audio USB,161754,92730,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,22,148
535013,527ee8220d94ea8d0a501a835f0dca117c65a2a8c51457aa4e596a757f111cab,1158456749e119814407ef8e9f47b862,1158456749e119814407ef8e9f47b862-10769825226294_1465285049837_298956,fr,100010113,e0deaf11e0e9a71eb50020e505b7e8d3dda6a6bd9b04f0394fb2a3395f6e7c08,2016-06-11 10:54:25.0,Behringer UB2442FX-PRO Eurorack,210108,22007,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,88,184
535086,d312ccb11e64e48462d8a48ed964f4aeee333dc982d37af51637a9bbb1df714e,1158456749e119814407ef8e9f47b862,1158456749e119814407ef8e9f47b862-10769825226294_1465285049837_298956,fr,100010113,e0deaf11e0e9a71eb50020e505b7e8d3dda6a6bd9b04f0394fb2a3395f6e7c08,2016-06-11 18:24:45.0,Behringer UB2442FX-PRO Eurorack,537603,22007,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,8,184
535117,a97a604ce87698c5d0c6b1fbfe9407dbb7ab945e29a7ccd799f426660f68a833,7aaef1bcc3d8d3a288c70d150c144b98,7aaef1bcc3d8d3a288c70d150c144b98-10769825114379_1465610566940_3420668,fr,100010113,6272c77f46f068bbd7ff791a927e3890a884defa689d819f3af1742cdd75081c,2016-06-11 12:51:27.0,Focusrite Scarlett 2i4 interface audio USB,431814,153991,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,9,155
535189,caf8f09b3f4149105e5e3b87b960d7fa20eb6c6bd453a16b1e96407545e9953e,010a479ea32a1e310c250c19d74c61ae,010a479ea32a1e310c250c19d74c61ae-10769825331960_1465604217814_3254277,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-11 02:16:59.0,Allen & Heath ZED-22FX,516903,1323,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,47,109
535231,f6ee2cc333a8f86a8538232bfd528ddc74b723f7860cafd616094e064a6b3cb3,7dacbf542bc86291dcb15eb82738b22a,7dacbf542bc86291dcb15eb82738b22a-10769812127564_1465674235329_3100106,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-11 21:43:59.0,dB Technologies DVA Mini Set M2M + M2S,628826,157711,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,16,43
535251,447c89edb8ce85f846fe744eec24bb0d859f962867971eb2508b7ce759f9f640,a267721bf3b9765a135090a81132ca48,a267721bf3b9765a135090a81132ca48-1076982519755_1465679202425_3387315,fr,100010113,eee20b447d04735c40276240146e6e44d0cbcb0f881de42970fc31f19101c01e,2016-06-11 23:07:15.0,LTC ATM6500BT Amplificateur Karaoké Hi-Fi avec FM 2 x 50 W/3 x 20W,174449,203662,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,9,180
535487,f6ee2cc333a8f86a8538232bfd528ddc74b723f7860cafd616094e064a6b3cb3,ff303840bd6bbb1f8e68d95a326dc717,ff303840bd6bbb1f8e68d95a326dc717-10769812128021_1465719571335_619333,fr,100010113,6272c77f46f068bbd7ff791a927e3890a884defa689d819f3af1742cdd75081c,2016-06-12 18:32:55.0,Thomann Mix Case 3343A,628826,320029,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,16,61
535500,ef3bbd59eebe9dbcb5cf1f0fe8c07e1784bf799f7125e4a5cb46e05d2c77c607,7aaef1bcc3d8d3a288c70d150c144b98,7aaef1bcc3d8d3a288c70d150c144b98-null,fr,100010113,cfacb1a7a11881514eac86d9c00e2985c347f6403c1fe53de40106d2ec8638ae,2016-06-12 09:08:48.0,Focusrite Scarlett 2i4 interface audio USB,609378,153991,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,16,155
535605,ff091a30df40416ba279b313bd137bc3eb28aa7a4e4afda8199c09990ed78e39,49de0e29bd20bdb18b1857494a84bfff,49de0e29bd20bdb18b1857494a84bfff-1076984128287_1465695828460_2949864,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-12 03:53:31.0,Focusrite Scarlett 18i8 interface audio USB,649256,92730,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,96,148
535658,f6ee2cc333a8f86a8538232bfd528ddc74b723f7860cafd616094e064a6b3cb3,8ca41e6538db84532b545284a21d4916,8ca41e6538db84532b545284a21d4916-1076982526046_1465763327954_3795007,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-12 22:28:50.0,RCF SUB8006-AS,628826,176599,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,16,63
535940,3f75dd9ce92e9bd5ddee95dae198784a78d05b8e6c7e439fe4fca8a479e5a8fb,7aaef1bcc3d8d3a288c70d150c144b98,7aaef1bcc3d8d3a288c70d150c144b98-10769825217929_1465688857930_3698934,fr,100010113,6272c77f46f068bbd7ff791a927e3890a884defa689d819f3af1742cdd75081c,2016-06-12 12:02:37.0,Focusrite Scarlett 2i4 interface audio USB,161754,153991,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,22,155
536014,b1d7fb76b4ed3f59c288bad45f2653be47c42c71427f827ccbbb91b940e4bdac,461f25d61d0b12613d0b418a79fb67f4,461f25d61d0b12613d0b418a79fb67f4-10769820411897_1465747052657_2752024,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-12 17:57:36.0,Varytec PAR56 LED chrome,453089,88028,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,9,46
536085,b1d7fb76b4ed3f59c288bad45f2653be47c42c71427f827ccbbb91b940e4bdac,8ca41e6538db84532b545284a21d4916,8ca41e6538db84532b545284a21d4916-10769813922835_1465746520402_2706818,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-12 17:48:44.0,RCF SUB8006-AS,453089,176599,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,9,63
536104,f6ee2cc333a8f86a8538232bfd528ddc74b723f7860cafd616094e064a6b3cb3,1158456749e119814407ef8e9f47b862,1158456749e119814407ef8e9f47b862-1076982526046_1465749533515_2951471,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-12 18:38:57.0,Behringer UB2442FX-PRO Eurorack,628826,22007,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,16,184
536144,1d8c1685aae4c8d9249759d9d27d7f890a5c987eebb2a571e00f1f72dd28408a,fec495fecbb2c5cee7bde399d8b3536e,fec495fecbb2c5cee7bde399d8b3536e-1076982526046_1465733222297_1896413,fr,100010113,8026769918b24a1eed02fa75d3720afcd02ddf4ccbb10d92d8ab9f6dd99a071b,2016-06-12 14:07:02.0,Adam A5X,75214,319500,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,11,66
536197,ee620772cb97fc932e3461149170a0f6ebdb435adde18a3adac42824674b8ae9,a267721bf3b9765a135090a81132ca48,a267721bf3b9765a135090a81132ca48-10769813920139_1465691987854_3730087,fr,100010113,4e711361822ccdc89f2c1a653eaa16ddabff875a6d18549bbf6a79b66eb567cf,2016-06-12 17:09:25.0,LTC ATM6500BT Amplificateur Karaoké Hi-Fi avec FM 2 x 50 W/3 x 20W,607203,203662,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,15,180
536204,f6ee2cc333a8f86a8538232bfd528ddc74b723f7860cafd616094e064a6b3cb3,3731d614fb029e34fd4c6232dcff00ba,3731d614fb029e34fd4c6232dcff00ba-1076982526046_1465755666404_3339535,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-12 20:21:10.0,RME BO9632- XLRMKH,628826,69277,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,16,42
536212,1a04f56600751ba1b77c9aeb2465d0133f72c0fe36e8c1d3b1b5831e6dfd1a9b,a267721bf3b9765a135090a81132ca48,a267721bf3b9765a135090a81132ca48-10769825313402_1465687879149_3674923,fr,100010113,6272c77f46f068bbd7ff791a927e3890a884defa689d819f3af1742cdd75081c,2016-06-12 22:45:42.0,LTC ATM6500BT Amplificateur Karaoké Hi-Fi avec FM 2 x 50 W/3 x 20W,66456,203662,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,22,180
536275,228b12f839f65a1891206bbf74bddf90d08e7f966d55f6f807344a1cc814fcfd,49de0e29bd20bdb18b1857494a84bfff,49de0e29bd20bdb18b1857494a84bfff-10769825217929_1465688857930_3698934,fr,100010113,6272c77f46f068bbd7ff791a927e3890a884defa689d819f3af1742cdd75081c,2016-06-12 16:33:59.0,Focusrite Scarlett 18i8 interface audio USB,88142,92730,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,9,148
536277,6912381bfe2068ef26740bd475cccd886c26d636a45a8d83cf27124ef4ef7511,010a479ea32a1e310c250c19d74c61ae,010a479ea32a1e310c250c19d74c61ae-10769820411897_1465754869477_3281320,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-12 20:07:50.0,Allen & Heath ZED-22FX,267691,1323,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,15,109
536299,f6ee2cc333a8f86a8538232bfd528ddc74b723f7860cafd616094e064a6b3cb3,ff303840bd6bbb1f8e68d95a326dc717,ff303840bd6bbb1f8e68d95a326dc717-10769812128021_1465749545089_2944157,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-12 18:39:09.0,Thomann Mix Case 3343A,628826,320029,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,16,61
536300,6912381bfe2068ef26740bd475cccd886c26d636a45a8d83cf27124ef4ef7511,ff303840bd6bbb1f8e68d95a326dc717,ff303840bd6bbb1f8e68d95a326dc717-10769812128021_1465755099100_3298061,fr,100010113,14e8bec8524718f9c82237086d50bd437bd519740a5642d7939897bb1f6a8f59,2016-06-12 20:11:41.0,Thomann Mix Case 3343A,267691,320029,11519,Home Studio / Equipement DJ,Audio Home Studio,100010113 120701 120501 601,120501.0,Photo and Video,15,61
